id,created_at,user,ori_text,hashtags,cleaned_text,cleaned_hashtags,cleaned_text_no_stopwords,label
1886281379492823283,2025-02-03 05:11:40+00:00,MCR,"Pak @prabowo sebagai anak seorang dosen (Dekan FE UI) Prof Soemitro.

Sebagai presiden punya kekuatan untuk memperbaiki kesejahteraan dosen ASN @Kemdiktisaintek seluruh Indonesia. Dengarkan jeritan hati kami

#tukinforall #dosenbukansapiperah

@BudiBukanIntel  @ardisatriawan","['tukinforall', 'dosenbukansapiperah']",pak sebagai anak seorang dosen dekan fe ui prof soemitro sebagai presiden punya kekuatan untuk memperbaiki kesejahteraan dosen asn seluruh indonesia dengarkan jeritan hati kami,tukinforall dosenbukansapiperah,anak dosen dekan fe ui prof soemitro presiden kekuatan memperbaiki kesejahteraan dosen asn indonesia dengarkan jeritan hati,Neutral
1886276167956926654,2025-02-03 04:50:58+00:00,PegawaiTakDiakui,"Pak @prabowo @gibran_tweet @Gerindra kementerian lalai membuat hak kami hilang sejak 2020.. hutang tukin harus dibayar, bukan diabaikan @Kemdiktisaintek #tukinforall #dosenbukansapiperah #bayartukindosenkemdiktisaintek","['tukinforall', 'dosenbukansapiperah', 'bayartukindosenkemdiktisaintek']",pak kementerian lalai membuat hak kami hilang sejak hutang tukin harus dibayar bukan diabaikan,tukinforall dosenbukansapiperah bayartukindosenkemdiktisaintek,kementerian lalai hak hilang hutang tukin dibayar diabaikan,Negative
1876089001859543326,2025-01-06 02:10:48+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Aksi kirim Karangan Bunga menuntut pembayaran TUKIN Dosen ASN @Kemdiktisaintek di Kantor Kementerian Pendidikan Tinggi, Sains dan Teknologi yang terlah dijanjikan sejak tahun lalu, dan seharusnya sudah dibayarkan 5 tahun lalu
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah https://t.co/GHpKnNVNWo","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'tagihjanjikemdiktisaintek']",aksi kirim karangan bunga menuntut pembayaran tukin dosen asn di kantor kementerian pendidikan tinggi sains dan teknologi yang terlah dijanjikan sejak tahun lalu dan seharusnya sudah dibayarkan tahun lalu,bayartukindosenkemdiktisaintek dosenbukansapiperah tagihjanjikemdiktisaintek,aksi kirim karangan bunga menuntut pembayaran tukin dosen asn kantor kementerian pendidikan sains teknologi terlah dijanjikan dibayarkan,Neutral
1886263277094875301,2025-02-03 03:59:44+00:00,Elohansen,"Jika dosen saja, kaum terdidik, di republik ini terpaksa turun ke jalan menuntut haknya itu artinya pendidikan di republik ini sedang tidak baik-baik saja.
@tukin_dosenASN

#tukinforall
#dosenbukansapiperah","['tukinforall', 'dosenbukansapiperah']",jika dosen saja kaum terdidik di republik ini terpaksa turun ke jalan menuntut haknya itu artinya pendidikan di republik ini sedang tidak baikbaik saja,tukinforall dosenbukansapiperah,dosen kaum terdidik republik terpaksa turun jalan menuntut haknya pendidikan republik baikbaik,Negative
1886292017275379823,2025-02-03 05:53:57+00:00,Indrazill,"Mirip-mirip fenomena klasik ""yang ngutang malah lebih galak"".

But anyway ... ini Pak Togar lagi yang jawab? Where th are the minister and vice ministers?

#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah
@tukin_dosenASN","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",miripmirip fenomena klasik yang ngutang malah lebih galak but anyway ini pak togar lagi yang jawab where th are the minister and vice ministers,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,miripmirip fenomena klasik ngutang galak but anyway togar where th are the minister and vice ministers,Negative
1886271791531950101,2025-02-03 04:33:34+00:00,KuliKampus,"Para pejabat menutup mata melihat fakta bahwa Dosen yg meraih Gelar S2 tp digaji tanpa TUKIN. Dosen hanya menuntut hak dan bukan melawan NKRI yg sama2 kita cintai 
#bayartukindosenkemdiktisaintek 
#tukinforall
#dosenbukansapiperah","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah']",para pejabat menutup mata melihat fakta bahwa dosen yang meraih gelar s tapi digaji tanpa tukin dosen hanya menuntut hak dan bukan melawan nkri yang sama kita cintai,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah,pejabat menutup mata fakta dosen meraih gelar s digaji tukin dosen menuntut hak melawan nkri cintai,Negative
1886216965993513441,2025-02-03 00:55:43+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Suasana titik kumpul di depan Monumen Nasiona Jakarta,,dosen2 @Kemdiktisaintek seluruh Indonesia mulai berdatangan..siap untuk AKSI DAMAI hari ini. Bismillaah,, semoga dilancarkan dan tuntutan ini bisa tersampaikan ke bapak presiden @prabowo
#bayartukindosenkemdiktisaintek https://t.co/7PHdIh1cIq","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'tukinforall']",suasana titik kumpul di depan monumen nasiona jakartadosen seluruh indonesia mulai berdatangansiap untuk aksi damai hari ini bismillaah semoga dilancarkan dan tuntutan ini bisa tersampaikan ke bapak presiden,bayartukindosenkemdiktisaintek dosenbukansapiperah tukinforall,suasana titik kumpul monumen nasiona jakartadosen indonesia berdatangansiap aksi damai bismillaah semoga dilancarkan tuntutan presiden,Neutral
1886263478664798387,2025-02-03 04:00:33+00:00,KuliKampus,"Ubur-ubur ikan lele, TUKIN FOR ALL kapan CAIR le...
@tukin_dosenASN @pekerjakampus 
@KOMISIXDPRRI 
#bayartukindosenkemdiktisaintek 
#tukinforall 
#dosenbukansapiperah https://t.co/bXihG6g7rg","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah']",uburubur ikan lele tukin for all kapan cair le,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah,uburubur ikan lele tukin for all cair le,Positive
1886249525150617730,2025-02-03 03:05:06+00:00,Ardianto Satriawan,"Live!

Dosen turun ke jalan!

Udah gitu ini Dosen ASN.

ASN demo, sudah separah apa?

Sampai menang. ✊

#tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah https://t.co/r3a3CnxjLK","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",live dosen turun ke jalan sudah gitu ini dosen asn asn demo sudah separah apa sampai menang,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,live dosen turun jalan gitu dosen asn asn demo separah menang,Negative
1886257374723444785,2025-02-03 03:36:17+00:00,KuliKampus,"Buat apa bikin program ini itu di kementrian yg nilainya triliunan itu. Kl hak dosen sj diabaikan. Bayarkan Tukin Dosen tanpa terkecuali
@tukin_dosenASN @pekerjakampus 
#tukinforall
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",buat apa bikin program ini itu di kementrian yang nilainya triliunan itu kalau hak dosen sj diabaikan bayarkan tukin dosen tanpa terkecuali,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,bikin program kementrian nilainya triliunan hak dosen sj diabaikan bayarkan tukin dosen terkecuali,Negative
1880478049009037728,2025-01-18 04:51:19+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Dosen PNS Kemdiktisaintek gak dapat tukin, sementara pegawai Kemdiktisaintek non dosen dan pejabat kementerian ini dapat tukin, kok bisa???

#DosenDimiskinkanNegara 
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah 
@tukin_dosenASN

Ijin tag pak @ikhwanuddin 😄 https://t.co/k5qEk7yOo8","['DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",dosen pns kemdiktisaintek tidak dapat tukin sementara pegawai kemdiktisaintek non dosen dan pejabat kementerian ini dapat tukin kok bisa ijin tag pak,dosendimiskinkannegara bayartukindosenkemdiktisaintek dosenbukansapiperah,dosen pns kemdiktisaintek tukin pegawai kemdiktisaintek non dosen pejabat kementerian tukin ijin tag,Neutral
1886676132898201924,2025-02-04 07:20:17+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Politeknik Negeri FakFak 🔥🔥
#tukinforall
#dosenbukansapiperah
#bayartukindosenkemdiktisaintek https://t.co/uN8Jml4myH","['tukinforall', 'dosenbukansapiperah', 'bayartukindosenkemdiktisaintek']",politeknik negeri fakfak,tukinforall dosenbukansapiperah bayartukindosenkemdiktisaintek,politeknik negeri fakfak,Neutral
1886217975860240866,2025-02-03 00:59:44+00:00,Jalan Jembatan,"Selamat berjuang, mohon maaf belum bisa ikut ke Jakarta. 
Semoga mendapatkan keadilan.
Mohon dengarkan dan tindaklanjuti aspirasi dari para dosen @prabowo @KemenkeuRI @Kemdiktisaintek @DPR_RI 

#tukinforall #dosenbukansapiperah #bayartukindosenkemdiktisaintek","['tukinforall', 'dosenbukansapiperah', 'bayartukindosenkemdiktisaintek']",selamat berjuang mohon maaf belum bisa ikut ke jakarta semoga mendapatkan keadilan mohon dengarkan dan tindaklanjuti aspirasi dari para dosen,tukinforall dosenbukansapiperah bayartukindosenkemdiktisaintek,selamat berjuang mohon maaf jakarta semoga keadilan mohon dengarkan tindaklanjuti aspirasi dosen,Neutral
1884536654968328529,2025-01-29 09:38:46+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Surat yang dikeluarkan @Kemdiktisaintek pada hari libur ini ditujukan ke seluruh rektor/direktur untuk mencuci pimpinan PTN agar seolah-olah pemerintah tidak punya hutang tukin ke seluruh dosen ASN di Indonesia sejak 2020. 

Mana ada... hutang ya hutang, harus dibayar! https://t.co/AuhQWlYxYv",[],surat yang dikeluarkan pada hari libur ini ditujukan ke seluruh rektordirektur untuk mencuci pimpinan ptn agar seolaholah pemerintah tidak punya hutang tukin ke seluruh dosen asn di indonesia sejak mana ada hutang ya hutang harus dibayar,,surat dikeluarkan libur rektordirektur mencuci pimpinan ptn seolaholah pemerintah hutang tukin dosen asn indonesia hutang ya hutang dibayar,Negative
1883383353065541827,2025-01-26 05:15:57+00:00,jayaning astuti,"Panggilan Aksi Damai #tukinforall tanggal 03 Februari di Jakarta. @Kemdiktisaintek @tukin_dosenASN @DPR_RI @kompascom @jawapos @republikaonline @prabowo

#bayartukindosenkemdiktisaintek https://t.co/sTw5KCyk8W","['tukinforall', 'bayartukindosenkemdiktisaintek']",panggilan aksi damai tanggal februari di jakarta,tukinforall bayartukindosenkemdiktisaintek,panggilan aksi damai tanggal februari jakarta,Neutral
1883132601558593929,2025-01-25 12:39:33+00:00,jayaning astuti,"Panggilan aksi serentak jumpa..
@tukin_dosenASN @Kemdiktisaintek
@DPR_RI
#bayartukindosenkemdiktisaintek #tukinforall #ADAKSI #universitastrunojoyomadura https://t.co/s7ySpjHNlE","['bayartukindosenkemdiktisaintek', 'tukinforall', 'ADAKSI', 'universitastrunojoyomadura']",panggilan aksi serentak jumpa,bayartukindosenkemdiktisaintek tukinforall adaksi universitastrunojoyomadura,panggilan aksi serentak jumpa,Neutral
1880438563747295538,2025-01-18 02:14:25+00:00,Rina Mayangsari,"tukin ga dikasih padhal udah dpt NIP masih dianggep bukan pegawai. Gimana mau kasih kinerja maksimal ? Buat makan aja susah   #DosenDimiskinkanNegara
  #bayartukindosenkemdiktisaintek
  #dosenbukansapiperah","['DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",tukin tidak dikasih padhal sudah dapat nip masih dianggep bukan pegawai bagaimana mau kasih kinerja maksimal buat makan saja susah,dosendimiskinkannegara bayartukindosenkemdiktisaintek dosenbukansapiperah,tukin dikasih padhal nip dianggep pegawai kasih kinerja maksimal makan susah,Neutral
1886601120602317243,2025-02-04 02:22:13+00:00,Evi Sufiani💚🖤,"Sekelas Profesor kok niru Gibran.
Gak berani ngadepin wartawan ya Pak

#dosendimiskinkannegara #tukinforall #bayartukindosenkemdiktisaintek","['dosendimiskinkannegara', 'tukinforall', 'bayartukindosenkemdiktisaintek']",sekelas profesor kok niru gibran tidak berani ngadepin wartawan ya pak,dosendimiskinkannegara tukinforall bayartukindosenkemdiktisaintek,sekelas profesor niru gibran berani ngadepin wartawan ya,Negative
1881559913086001642,2025-01-21 04:30:15+00:00,gagi alfari,"""Staf @Kemendikbud_RI kena marah cuma gara-gara meja, langsung viral! Tapi tukin dosen yang dari 2020, hilang ditelan bumi, kayak cari harta karun! 😅 @tukin_dosenASN #dosenbukansapiperah #dosendimiskinkannegara #bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'dosendimiskinkannegara', 'bayartukindosenkemdiktisaintek']",staf kena marah cuma garagara meja langsung viral tapi tukin dosen yang dari hilang ditelan bumi kayak cari harta karun,dosenbukansapiperah dosendimiskinkannegara bayartukindosenkemdiktisaintek,staf kena marah garagara meja langsung viral tukin dosen hilang ditelan bumi kayak cari harta karun,Negative
1886259295056248858,2025-02-03 03:43:55+00:00,Angga fitriyono,"Dosen ASN Kemdiktisaintek memperjuangkan hak yg diabaikan. @tukin_dosenASN 
#tukinforall 
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah https://t.co/IzmToycQLa","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",dosen asn kemdiktisaintek memperjuangkan hak yang diabaikan,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,dosen asn kemdiktisaintek memperjuangkan hak diabaikan,Negative
1886296057111543900,2025-02-03 06:10:00+00:00,tempo.co,"Aliansi Dosen Akan Gugat Kemendiktisaintek ke PTUN jika Tak Bayar Tukin Dosen Secara Penuh
https://t.co/Z9CRRyvTMR",[],aliansi dosen akan gugat kemendiktisaintek ke ptun jika tak bayar tukin dosen secara penuh,,aliansi dosen gugat kemendiktisaintek ptun bayar tukin dosen penuh,Neutral
1886120601275990263,2025-02-02 18:32:48+00:00,dali,"Panjang umur perjuangan, Bapak &amp; Ibu Dosen. Semoga selalu dalam lindungan Tuhan dan dilancarkan aksi besok ✊🏽

#bayartukindosenkemdiktisaintek #dosenbukansapiperah #dosendimiskinkannegara","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'dosendimiskinkannegara']",panjang umur perjuangan bapak ibu dosen semoga selalu dalam lindungan tuhan dan dilancarkan aksi besok,bayartukindosenkemdiktisaintek dosenbukansapiperah dosendimiskinkannegara,umur perjuangan dosen semoga lindungan tuhan dilancarkan aksi besok,Neutral
1881162405528691066,2025-01-20 02:10:42+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"@zanatul_91 Tukin Dosen belum lagi ada hilalnya, eh ada topik baru 😶‍🌫️😶‍🌫️
#dosenbukansapiperah #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek']",tukin dosen belum lagi ada hilalnya eh ada topik baru,dosenbukansapiperah dosendimiskinkannegara bayartukindosenkemdiktisaintek,tukin dosen hilalnya eh topik,Neutral
1883527991642423315,2025-01-26 14:50:42+00:00,Niko Azhari Hidayat,"Cukup rasa prihatin...
Saatnya menenTUKIN aksi..
Kami abdi negeri ingin.
#dosenbukansapiperah #dosendimiskinkannegara 
#indonesiacemas2045
#indonesiagawattukin 
#semarjaya
#adaksi #aksidosennasional
#dosenindonesia @tukin_dosenASN https://t.co/bMGFWqjIk7","['dosenbukansapiperah', 'dosendimiskinkannegara', 'indonesiacemas2045', 'indonesiagawattukin', 'semarjaya', 'adaksi', 'aksidosennasional', 'dosenindonesia']",cukup rasa prihatin saatnya menentukin aksi kami abdi negeri ingin,dosenbukansapiperah dosendimiskinkannegara indonesiacemas indonesiagawattukin semarjaya adaksi aksidosennasional dosenindonesia,prihatin menentukin aksi abdi negeri,Positive
1886342800192753992,2025-02-03 09:15:44+00:00,Siska Benangsari,"Kenapa bapak sindir pegawai sendiri? 🤔

Tanpa dosen kementerian ga akan jalan, kita bekerja profesional untuk mencari nafkah bukan sedekah scopus untuk menaikkan akreditasi kampus. 🥸
 
#tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",kenapa bapak sindir pegawai sendiri tanpa dosen kementerian tidak akan jalan kita bekerja profesional untuk mencari nafkah bukan sedekah scopus untuk menaikkan akreditasi kampus,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,sindir pegawai dosen kementerian jalan profesional mencari nafkah sedekah scopus menaikkan akreditasi kampus,Neutral
1886335752294048248,2025-02-03 08:47:44+00:00,hayyana shop,"Hanya menuntut hak yg harusnya sudah didapat sejak lama. 
Terima kasih buat teman2 yang sudah memperjuangkan.

#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah https://t.co/yYxtia8jVV","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",hanya menuntut hak yang harusnya sudah didapat sejak lama terima kasih buat teman yang sudah memperjuangkan,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,menuntut hak terima kasih teman memperjuangkan,Positive
1886276112730480777,2025-02-03 04:50:45+00:00,Sagiel64,"Kami Hanya menuntuk HAK KAMI diberikan, tidak lebihh @Kemdiktisaintek @tukin_dosenASN
#bayartukindosenkemdiktisaintek 
#tukinforall
#dosenbukansapiperah
#DosenDimiskinkanNegara","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah', 'DosenDimiskinkanNegara']",kami hanya menuntuk hak kami diberikan tidak lebihh,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah dosendimiskinkannegara,menuntuk hak lebihh,Neutral
1886422944953593945,2025-02-03 14:34:12+00:00,⚠️,"Imagining lulus kuliah master sampe PhD susah, capek, mahal.. disuruh sapu jagad tridharma, underpaid pula.. 

#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah
@tukin_dosenASN https://t.co/f13uWgKbys","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",imagining lulus kuliah master sampe phd susah capek mahal disuruh sapu jagad tridharma underpaid pula,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,imagining lulus kuliah master sampe phd susah capek mahal disuruh sapu jagad tridharma underpaid,Negative
1886264808535945565,2025-02-03 04:05:50+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Politeknik Negeri Padang 🔥🔥
#tukinforall
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah https://t.co/LX09qFdUUx","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",politeknik negeri padang,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,politeknik negeri padang,Neutral
1886453548491403719,2025-02-03 16:35:49+00:00,kael,"Siapapun yg liat, bisa kita naikin dan berisikin lagi ya guys! ✊🏼🔥

#tukinforall #bayartukindosenkemdiktisaintek #PemerintahOmonOmon #IndonesiaTidakBaikBaikSaja #SampaiMenang #PeringatanDarurat #PagarLautOligarki
#PemerintahMenindas","['tukinforall', 'bayartukindosenkemdiktisaintek', 'PemerintahOmonOmon', 'IndonesiaTidakBaikBaikSaja', 'SampaiMenang', 'PeringatanDarurat', 'PagarLautOligarki', 'PemerintahMenindas']",siapapun yang liat bisa kita naikin dan berisikin lagi ya guys,tukinforall bayartukindosenkemdiktisaintek pemerintahomonomon indonesiatidakbaikbaiksaja sampaimenang peringatandarurat pagarlautoligarki pemerintahmenindas,liat naikin berisikin ya guys,Negative
1886260018443657329,2025-02-03 03:46:48+00:00,hayyana shop,"Aksi Damai 3 Februari 2025 : Tukin for All Dosen ASN

Semangat berjuang teman teman
#tukinforall
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",aksi damai februari tukin for all dosen asn semangat berjuang teman teman,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,aksi damai februari tukin for all dosen asn semangat berjuang teman teman,Positive
1881628300503830857,2025-01-21 09:02:00+00:00,Aggashi Vi,"Akhirnya ada wakil rakyat yang menyuarakan ini di sidang paripurna. Bagaimana nasib tukin dosen @kemdiktisaintek selanjutnya? 
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah 
#dosendimiskinkannegara 
@tukin_dosenASN https://t.co/LhRlfgqyjL","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'dosendimiskinkannegara']",akhirnya ada wakil rakyat yang menyuarakan ini di sidang paripurna bagaimana nasib tukin dosen selanjutnya,bayartukindosenkemdiktisaintek dosenbukansapiperah dosendimiskinkannegara,wakil rakyat menyuarakan sidang paripurna nasib tukin dosen,Neutral
1885974931063922743,2025-02-02 08:53:57+00:00,jayaning astuti,"Adaksi meminta pemerintah segera mencairkan Tukin Dosen ASN @Kemdiktisaintek yang sudah bertahun-tahun tidak dibayarkan.

#bayartukindosenasnkemdiktisaintek #tukinforall @tukin_dosenASN https://t.co/orHNn3keJw","['bayartukindosenasnkemdiktisaintek', 'tukinforall']",adaksi meminta pemerintah segera mencairkan tukin dosen asn yang sudah bertahuntahun tidak dibayarkan,bayartukindosenasnkemdiktisaintek tukinforall,adaksi pemerintah mencairkan tukin dosen asn bertahuntahun dibayarkan,Neutral
1886453486805770678,2025-02-03 16:35:34+00:00,gearcloudy,"Kalau hal ini aja gak bikin masyarakat kita turun, gue gak tau lagi. 
AYO SEMUA! BANTU RAMAIKAN
#tukinforall #bayartukindosenkemdiktisaintek #PemerintahOmonOmon #IndonesiaTidakBaikBaikSaja #SampaiMenang
#PagarLautanOligarki https://t.co/XNpDkXogah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'PemerintahOmonOmon', 'IndonesiaTidakBaikBaikSaja', 'SampaiMenang', 'PagarLautanOligarki']",kalau hal ini saja tidak bikin masyarakat kita turun aku tidak tau lagi ayo semua bantu ramaikan,tukinforall bayartukindosenkemdiktisaintek pemerintahomonomon indonesiatidakbaikbaiksaja sampaimenang pagarlautanoligarki,bikin masyarakat turun tau ayo bantu ramaikan,Negative
1886258881741086775,2025-02-03 03:42:17+00:00,Kapaltua,"Salah satu paradoks Indonesia adalah kesejahteraan pendidiknya tidak dianggap penting. 

Sebagai ASN Dosen di kampus yg statusnya BLU, Dosen hanya mendapat Gaji Pokok tok. Tidak lebih bsar dri Gapok DKi Jkt

#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah https://t.co/e1le8TT69j","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",salah satu paradoks indonesia adalah kesejahteraan pendidiknya tidak dianggap penting sebagai asn dosen di kampus yang statusnya blu dosen hanya mendapat gaji pokok tok tidak lebih bsar dri gapok dki jkt,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,salah paradoks indonesia kesejahteraan pendidiknya dianggap asn dosen kampus statusnya blu dosen gaji pokok tok bsar dri gapok dki jkt,Neutral
1876123215170576814,2025-01-06 04:26:45+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Terimakasih rekan-rekan dosen yang hadir dan memastikan  Karangan Bunga kiriman teman2 dosen  @Kemdiktisaintek seluruh Indonesia bisa berdiri dan berjejer rapi di sepanjang jalan Kantor @Kemdiktisaintek, walaupun harus dihadang satpam dan drama papan dibalik,,,semoga menjadi https://t.co/MxQ7CwUyoL","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'tagihjanjikemdiktisaintek']",terimakasih rekanrekan dosen yang hadir dan memastikan karangan bunga kiriman teman dosen seluruh indonesia bisa berdiri dan berjejer rapi di sepanjang jalan kantor walaupun harus dihadang satpam dan drama papan dibaliksemoga menjadi,bayartukindosenkemdiktisaintek dosenbukansapiperah tagihjanjikemdiktisaintek,terimakasih rekanrekan dosen hadir karangan bunga kiriman teman dosen indonesia berdiri berjejer rapi jalan kantor dihadang satpam drama papan dibaliksemoga,Neutral
1880624693528744010,2025-01-18 14:34:01+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Sekali lagi, tunjangan profesi/sertifikasi dosen (serdos) itu BUKAN tunjangan kinerja

Serdos bisa didapat plg cepat 3-4 tahun setelah jd PNS, bkn CPNS plus + lulus tes b. Inggris TPA BIAYA SENDIRI

#DosenDimiskinkanNegara 
#dosenbukansapiperah  

@tukin_dosenASN
@BudiBukanIntel https://t.co/S8Zat5QMXb","['DosenDimiskinkanNegara', 'dosenbukansapiperah']",sekali lagi tunjangan profesisertifikasi dosen serdos itu bukan tunjangan kinerja serdos bisa didapat plg cepat tahun setelah jadi pns bkn cpns plus lulus tes b inggris tpa biaya sendiri,dosendimiskinkannegara dosenbukansapiperah,tunjangan profesisertifikasi dosen serdos tunjangan kinerja serdos plg cepat pns bkn cpns plus lulus tes b inggris tpa biaya,Neutral
1886264386165301603,2025-02-03 04:04:09+00:00,Jalan Jembatan,"Ditengah efisiensi anggaran 306T, apakah tidak bisa 8T dialokasikan untuk tukin Dosen ? mereka bertahun2 didiskriminasi.
@tukin_dosenASN @NarasiNewsroom @MataNajwa @prabowo @KemensetnegRI 
#tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",ditengah efisiensi anggaran t apakah tidak bisa t dialokasikan untuk tukin dosen mereka bertahun didiskriminasi,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,ditengah efisiensi anggaran t t dialokasikan tukin dosen bertahun didiskriminasi,Neutral
1886335563231551860,2025-02-03 08:46:59+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Semoga lancar rekan2 yang melanjutkan kegiatan aksi. Semoga bisa mengetuk hati Presiden 🙏

Biarin aja oknum yang suka mengancam. Semoga si bapak itu ingat bahwa jabatan tidak dibawa mati

#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah https://t.co/7rBs3RnCeE","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",semoga lancar rekan yang melanjutkan kegiatan aksi semoga bisa mengetuk hati presiden biarin saja oknum yang suka mengancam semoga si bapak itu ingat bahwa jabatan tidak dibawa mati,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,semoga lancar rekan melanjutkan kegiatan aksi semoga mengetuk hati presiden biarin oknum suka mengancam semoga si jabatan dibawa mati,Negative
1886262982369481001,2025-02-03 03:58:34+00:00,Adiguna Utama,"Ironisnya, pendapatan dosen bahkan lebih rendah dari pekerja lulusan SMA. Ini mencerminkan krisis nilai di dunia pendidikan Indonesia.
#DosenDimiskinkanNegara #DosenBukanSapiPerah #BayarTukinDosenKemdiktisaintek #TukinForAll #JanganJadiDosen","['DosenDimiskinkanNegara', 'DosenBukanSapiPerah', 'BayarTukinDosenKemdiktisaintek', 'TukinForAll', 'JanganJadiDosen']",ironisnya pendapatan dosen bahkan lebih rendah dari pekerja lulusan sma ini mencerminkan krisis nilai di dunia pendidikan indonesia,dosendimiskinkannegara dosenbukansapiperah bayartukindosenkemdiktisaintek tukinforall janganjadidosen,ironisnya pendapatan dosen rendah pekerja lulusan sma mencerminkan krisis nilai dunia pendidikan indonesia,Negative
1886272410703553019,2025-02-03 04:36:02+00:00,MCR,"Tukin 2020-2024 adalah utang negara kepada kami
@Kemdiktisaintek
 
@prabowo
 
#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",tukin adalah utang negara kepada kami,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,tukin utang negara,Negative
